name,type,source,producers,genre,studio,episodes,status,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,duration_in_minutes,log_scored_by,log_members,log_favorites,season,year,only_year,weekday,time,time_in_minutes
Uchuu Kyoudai,TV,Manga,Aniplex,Comedy,A-1 Pictures,99.0,Finished Airing,2012-04-01,2014-03-02,24 min per ep,PG-13 - Teens 13 or older,8.55,28840,88,909,108761,2679,Spring 2012,Sundays at 07:00 (JST),24.0,10.269553264861555,11.596917287690975,7.893572073504902,Spring,2012-01-01,2012,Sundays,07:00:00,420.0
Tasogare Otome x Amnesia,TV,Manga,Square Enix,Horror,Silver Link.,12.0,Finished Airing,2012-04-09,2012-06-02,23 min per ep,R - 17+ (violence & profanity),7.93,118848,663,336,244386,3313,Spring 2012,Unknown,23.0,11.685609058785756,12.406508313375499,8.105911197986508,Spring,2012-01-01,2012,Unknown,,
Hiiro no Kakera,TV,Visual novel,Bandai Visual,Fantasy,Studio Deen,13.0,Finished Airing,2012-04-01,2012-06-02,24 min per ep,PG-13 - Teens 13 or older,6.87,30547,4141,1242,74993,375,Spring 2012,Unknown,24.0,10.327054496008275,11.225163389318277,5.929589143389895,Spring,2012-01-01,2012,Unknown,,
Eureka Seven AO,TV,Manga,Bandai Visual,Action,Bones,24.0,Finished Airing,2012-04-13,2012-11-02,24 min per ep,PG-13 - Teens 13 or older,6.79,30247,4463,1308,70619,184,Spring 2012,Fridays at 01:55 (JST),24.0,10.317185345570769,11.165068669482377,5.220355825078325,Spring,2012-01-01,2012,Fridays,01:55:00,115.0
Kyoukaisenjou no Horizon II,TV,Light novel,Bandai Visual,Action,Sunrise,13.0,Finished Airing,2012-07-08,2012-09-03,24 min per ep,R+ - Mild Nudity,7.64,28067,1262,1462,61262,329,Summer 2012,Unknown,24.0,10.24238541637218,11.022931350784171,5.799092654460526,Summer,2012-01-01,2012,Unknown,,
Sakamichi no Apollon,TV,Manga,Dentsu,Drama,Tezuka Productions,12.0,Finished Airing,2012-04-13,2012-06-02,22 min per ep,PG-13 - Teens 13 or older,8.43,101440,151,412,210824,4888,Spring 2012,Fridays at 00:45 (JST),22.0,11.527232627666626,12.258783684442843,8.494743062578646,Spring,2012-01-01,2012,Fridays,00:45:00,45.0
"Dakara Boku wa, H ga Dekinai.",TV,Light novel,Geneon Universal Entertainment,Comedy,feel.,12.0,Finished Airing,2012-07-06,2012-09-02,25 min per ep,R+ - Mild Nudity,6.84,133619,4241,320,255584,701,Summer 2012,Unknown,25.0,11.802755229479468,12.45131031431745,6.553933404025811,Summer,2012-01-01,2012,Unknown,,
Sengoku Collection,TV,Game,TV Tokyo,Fantasy,"""Brains Base""",26.0,Finished Airing,2012-04-06,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,6.49,4543,5845,2951,19165,24,Spring 2012,Fridays at 01:45 (JST),24.0,8.421562960400987,9.860893154903707,3.2188758248682006,Spring,2012-01-01,2012,Fridays,01:45:00,105.0
Ozma,TV,Original,WOWOW,Action,Gonzo,6.0,Finished Airing,2012-03-17,2012-04-02,24 min per ep,PG-13 - Teens 13 or older,6.13,5964,7306,3583,12867,7,Spring 2012,Unknown,24.0,8.693664334532016,9.462498888358917,2.0794415416798357,Spring,2012-01-01,2012,Unknown,,
Joshiraku,TV,Manga,Starchild Records,Slice of Life,J.C.Staff,13.0,Finished Airing,2012-07-06,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,7.53,23051,1577,1267,73389,344,Summer 2012,Unknown,24.0,10.045507812556558,11.203542965539109,5.84354441703136,Summer,2012-01-01,2012,Unknown,,
Uta no☆Prince-sama♪ Maji Love 2000%,TV,Visual novel,Showgate,Comedy,A-1 Pictures,13.0,Finished Airing,2013-04-04,2013-06-02,25 min per ep,PG-13 - Teens 13 or older,7.44,38171,1896,1190,78564,628,Spring 2013,Unknown,25.0,10.549857541537145,11.271681586624233,6.444131256700441,Spring,2013-01-01,2013,Unknown,,
Phi Brain: Kami no Puzzle - Orpheus Order-hen,TV,Original,NHK,Action,Sunrise,25.0,Finished Airing,2012-04-08,2012-09-02,25 min per ep,PG-13 - Teens 13 or older,7.36,16170,2245,2036,37279,40,Spring 2012,Unknown,25.0,9.690974793577944,10.526212268799528,3.713572066704308,Spring,2012-01-01,2012,Unknown,,
Shirokuma Cafe,TV,Manga,TV Tokyo,Slice of Life,Studio Pierrot,50.0,Finished Airing,2012-04-05,2013-03-02,24 min per ep,G - All Ages,8.0,10940,574,1469,60580,754,Spring 2012,Thursdays at 17:30 (JST),24.0,9.30027247947679,11.01173659154304,6.626717749249025,Spring,2012-01-01,2012,Thursdays,17:30:00,1050.0
Ginga e Kickoff!!,TV,Novel,NHK,Sports,TYO Animations,39.0,Finished Airing,2012-03-26,2013-02-02,25 min per ep,PG - Children,7.34,6599,2308,3271,15711,68,Spring 2012,Unknown,25.0,8.794824928014517,9.662180030594246,4.23410650459726,Spring,2012-01-01,2012,Unknown,,
Tsuritama,TV,Original,Aniplex,Comedy,A-1 Pictures,12.0,Finished Airing,2012-04-13,2012-06-02,23 min per ep,PG-13 - Teens 13 or older,7.78,43990,944,834,116067,2074,Spring 2012,Fridays at 01:15 (JST),23.0,10.691740346523579,11.661931505232909,7.637716432664798,Spring,2012-01-01,2012,Fridays,01:15:00,75.0
Saint Seiya Omega,TV,Manga,Dentsu,Action,Toei Animation,97.0,Finished Airing,2012-04-01,2014-03-03,23 min per ep,PG-13 - Teens 13 or older,6.44,11639,6035,2264,31199,143,Spring 2012,Sundays at 06:30 (JST),23.0,9.36220272128543,10.348173373797573,4.969813299576001,Spring,2012-01-01,2012,Sundays,06:30:00,390.0
Jewelpet Kira☆Deco!,TV,Original,TV Tokyo,Fantasy,Studio Comet,52.0,Finished Airing,2012-04-07,2013-03-03,24 min per ep,PG - Children,6.79,482,4470,7185,2162,16,Spring 2012,Unknown,24.0,6.180016653652572,7.679251425953058,2.833213344056216,Spring,2012-01-01,2012,Unknown,,
Arcana Famiglia,TV,Visual novel,Frontier Works,Action,J.C.Staff,12.0,Finished Airing,2012-07-01,2012-09-01,24 min per ep,PG-13 - Teens 13 or older,6.39,66613,6226,678,140850,287,Summer 2012,Unknown,24.0,11.10667004464762,11.855457873030824,5.662960480135946,Summer,2012-01-01,2012,Unknown,,
Naruto SD: Rock Lee no Seishun Full-Power Ninden,TV,Manga,TV Tokyo,Action,Studio Pierrot,51.0,Finished Airing,2012-04-03,2013-03-02,24 min per ep,PG-13 - Teens 13 or older,7.24,17949,2708,1835,44066,180,Spring 2012,Tuesdays at 18:00 (JST),24.0,9.795345393916424,10.693466481999524,5.198497031265826,Spring,2012-01-01,2012,Tuesdays,18:00:00,1080.0
Arashi no Yoru ni: Himitsu no Tomodachi,TV,Book,Bandai Visual,Adventure,Sparky Animation,26.0,Finished Airing,2012-04-04,2012-09-02,23 min per ep,G - All Ages,6.84,472,4236,7385,1975,7,Spring 2012,Unknown,23.0,6.159095388491933,7.588829878307813,2.0794415416798357,Spring,2012-01-01,2012,Unknown,,
Shinsekai yori,TV,Novel,Aniplex,Sci-Fi,A-1 Pictures,25.0,Finished Airing,2012-09-29,2013-03-02,22 min per ep,R - 17+ (violence & profanity),8.45,172470,136,117,455326,17612,Fall 2012,Saturdays at 00:30 (JST),22.0,12.057984385378454,13.028771121124016,9.776392544732296,Fall,2012-01-01,2012,Saturdays,00:30:00,30.0
Gakkatsu!,TV,Original,Fanworks,Comedy,NHK,25.0,Finished Airing,2012-04-03,2012-09-01,5 min per ep,G - All Ages,6.54,1966,5623,4848,6111,7,Spring 2012,Tuesdays at Unknown,5.0,7.584264818389059,8.718009330846357,2.0794415416798357,Spring,2012-01-01,2012,Tuesdays,,
Shibainuko-san,TV,Manga,DAX Production,Comedy,Hotline,26.0,Finished Airing,2012-04-01,2012-09-02,2 min per ep,G - All Ages,5.82,2490,8206,4448,7631,9,Spring 2012,Sundays at 22:27 (JST),2.0,7.820439515262181,8.940105213128122,2.302585092994046,Spring,2012-01-01,2012,Sundays,22:27:00,1347.0
Kuromajo-san ga Tooru!!,TV,Novel,NHK,Comedy,Shin-Ei Animation,60.0,Finished Airing,2012-04-04,2014-02-01,7 min per ep,PG - Children,6.5,1414,5794,4632,6857,9,Spring 2012,Unknown,7.0,7.254884810077338,8.833171133022866,2.302585092994046,Spring,2012-01-01,2012,Unknown,,
Hagure Yuusha no Aesthetica,TV,Light novel,Genco,Action,Arms,12.0,Finished Airing,2012-07-06,2012-09-02,24 min per ep,R+ - Mild Nudity,7.13,126306,3150,350,237932,981,Summer 2012,Fridays at 10:30 (JST),24.0,11.746470730397368,12.379744400416458,6.889591308354466,Summer,2012-01-01,2012,Fridays,10:30:00,630.0
Furusato Saisei: Nippon no Mukashibanashi,TV,Other,TV Tokyo,Historical,Tomason,258.0,Finished Airing,2012-04-01,2017-03-02,24 min per ep,G - All Ages,7.09,607,3320,4213,8681,26,Spring 2012,Sundays at 09:00 (JST),24.0,6.410174881966167,9.06900719585954,3.295836866004329,Spring,2012-01-01,2012,Sundays,09:00:00,540.0
Juusen Battle Monsuno,TV,Unknown,TV Tokyo,Action,Larx Entertainment,52.0,Finished Airing,2012-10-03,2013-09-02,22 min per ep,PG - Children,6.43,897,6064,6190,3309,8,Fall 2012,Wednesdays at 18:00 (JST),22.0,6.8001700683022,8.104703468371108,2.1972245773362196,Fall,2012-01-01,2012,Wednesdays,18:00:00,1080.0
Lupin the Third: Mine Fujiko to Iu Onna,TV,Manga,Tohokushinsha Film Corporation,Action,TMS Entertainment,13.0,Finished Airing,2012-04-05,2012-06-02,23 min per ep,R+ - Mild Nudity,7.82,13990,866,2090,35696,313,Spring 2012,Unknown,23.0,9.546169544733285,10.482821930623263,5.749392985908253,Spring,2012-01-01,2012,Unknown,,
Jormungand: Perfect Order,TV,Manga,Geneon Universal Entertainment,Action,White Fox,12.0,Finished Airing,2012-10-10,2012-12-02,24 min per ep,R+ - Mild Nudity,8.0,65448,570,832,116518,525,Fall 2012,Unknown,24.0,11.089026492382516,11.665809628818899,6.26530121273771,Fall,2012-01-01,2012,Unknown,,
Tari Tari,TV,Original,Bandai Visual,Music,P.A. Works,13.0,Finished Airing,2012-07-01,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,7.38,43006,2169,923,107243,472,Summer 2012,Sundays at 22:30 (JST),24.0,10.669118172124406,11.582861891169392,6.159095388491933,Summer,2012-01-01,2012,Sundays,22:30:00,1350.0
Chouyaku Hyakuninisshu: Uta Koi.,TV,Manga,TV Tokyo,Comedy,TYO Animations,13.0,Finished Airing,2012-07-03,2012-09-02,24 min per ep,PG-13 - Teens 13 or older,7.53,6199,1567,2890,20042,89,Summer 2012,Unknown,24.0,8.732304571033183,9.905635244593586,4.499809670330265,Summer,2012-01-01,2012,Unknown,,
"Kono Naka ni Hitori, Imouto ga Iru!",TV,Light novel,Lantis,Harem,Studio Gokumi,12.0,Finished Airing,2012-07-06,2012-09-02,24 min per ep,R+ - Mild Nudity,6.76,65911,4628,715,133809,195,Summer 2012,Unknown,24.0,11.096075797995425,11.804176162299035,5.278114659230518,Summer,2012-01-01,2012,Unknown,,
Recorder to Randoseru Re♪,TV,4-koma manga,Takeshobo,Comedy,Seven,13.0,Finished Airing,2012-04-04,2012-06-02,3 min per ep,PG-13 - Teens 13 or older,6.94,12824,3888,2790,21461,6,Spring 2012,Unknown,3.0,9.45915167003897,9.974039208487072,1.9459101490553132,Spring,2012-01-01,2012,Unknown,,
Moyashimon Returns,TV,Manga,Aniplex,Comedy,Telecom Animation Film,11.0,Finished Airing,2012-07-06,2012-09-01,23 min per ep,PG-13 - Teens 13 or older,7.24,9940,2707,2920,19556,17,Summer 2012,Fridays at 00:45 (JST),23.0,9.204422898212146,9.88108855759265,2.8903717578961645,Summer,2012-01-01,2012,Fridays,00:45:00,45.0
Binbougami ga!,TV,Manga,TV Tokyo,Comedy,Sunrise,13.0,Finished Airing,2012-07-05,2012-09-02,23 min per ep,PG-13 - Teens 13 or older,7.81,79748,874,584,160617,1053,Summer 2012,Unknown,23.0,11.286639481383522,11.986784153915458,6.960347729101308,Summer,2012-01-01,2012,Unknown,,
Shuukan Storyland,TV,Original,Nippon Television Network,Slice of Life,Satelight,56.0,Finished Airing,1999-10-14,2001-09-01,25 min per ep,PG-13 - Teens 13 or older,6.64,28,12952,11251,297,0,Fall 1999,Thursdays at 20:00 (JST),25.0,3.367295829986474,5.697093486505405,0.0,Fall,1999-01-01,1999,Thursdays,20:00:00,1200.0
Natsuyuki Rendezvous,TV,Manga,Fuji TV,Supernatural,Doga Kobo,11.0,Finished Airing,2012-07-06,2012-09-01,24 min per ep,PG-13 - Teens 13 or older,7.33,24053,2357,1582,54332,192,Summer 2012,Fridays at 01:15 (JST),24.0,10.088056581870562,10.902887056132645,5.262690188904886,Summer,2012-01-01,2012,Fridays,01:15:00,75.0
Robotics;Notes,TV,Visual novel,Aniplex,Sci-Fi,Production I.G,22.0,Finished Airing,2012-10-12,2013-03-02,23 min per ep,PG-13 - Teens 13 or older,7.4,58339,2075,696,137617,540,Fall 2012,Fridays at 01:15 (JST),23.0,10.974043243421713,11.832237009879469,6.293419278846481,Fall,2012-01-01,2012,Fridays,01:15:00,75.0
Psycho-Pass,TV,Original,Dentsu,Action,Production I.G,22.0,Finished Airing,2012-10-12,2013-03-02,23 min per ep,R - 17+ (violence & profanity),8.43,413239,150,32,833325,26078,Fall 2012,Fridays at 00:45 (JST),23.0,12.931783816963382,13.6331802011316,10.168885671747175,Fall,2012-01-01,2012,Fridays,00:45:00,45.0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,TV,Light novel,Aniplex,Slice of Life,A-1 Pictures,13.0,Finished Airing,2013-04-07,2013-06-03,24 min per ep,PG-13 - Teens 13 or older,7.26,173779,2640,290,280615,1159,Spring 2013,Unknown,24.0,12.065545410393197,12.544742465694874,7.05617528410041,Spring,2013-01-01,2013,Unknown,,
To LOVE-Ru Darkness,TV,Manga,Geneon Universal Entertainment,Comedy,Xebec,12.0,Finished Airing,2012-10-06,2012-12-02,23 min per ep,R+ - Mild Nudity,7.68,113195,1169,417,208204,1731,Fall 2012,Unknown,23.0,11.636876108437853,12.246278450244478,7.4570320891223805,Fall,2012-01-01,2012,Unknown,,
Sakurasou no Pet na Kanojo,TV,Light novel,Genco,Comedy,J.C.Staff,24.0,Finished Airing,2012-10-09,2013-03-02,23 min per ep,PG-13 - Teens 13 or older,8.31,349089,244,64,618062,19652,Fall 2012,Tuesdays at 00:30 (JST),23.0,12.763085047595482,13.334345672991693,9.885985277399985,Fall,2012-01-01,2012,Tuesdays,00:30:00,30.0
Mangirl!,TV,Manga,Earth Star Entertainment,Comedy,Doga Kobo,13.0,Finished Airing,2013-01-03,2013-03-02,3 min per ep,PG-13 - Teens 13 or older,5.98,10097,7774,2639,23801,16,Winter 2013,Unknown,3.0,9.22009266341886,10.077524889742385,2.833213344056216,Winter,2013-01-01,2013,Unknown,,
Zetsuen no Tempest,TV,Manga,Aniplex,Action,Bones,24.0,Finished Airing,2012-10-05,2013-03-02,24 min per ep,PG-13 - Teens 13 or older,8.1,171964,451,171,373503,5691,Fall 2012,Fridays at 02:00 (JST),24.0,12.055046246716929,12.830683993002348,8.646816959209742,Fall,2012-01-01,2012,Fridays,02:00:00,120.0
Pokemon Best Wishes! Season 2,TV,Game,TV Tokyo,Action,OLM,24.0,Finished Airing,2012-06-21,2013-01-01,22 min per ep,PG - Children,6.62,16179,5270,2304,30183,33,Summer 2012,Thursdays at 19:00 (JST),22.0,9.691531190612483,10.315067261644147,3.5263605246161616,Summer,2012-01-01,2012,Thursdays,19:00:00,1140.0
Girls & Panzer,TV,Original,Lantis,Action,Actas,12.0,Finished Airing,2012-10-09,2013-03-02,24 min per ep,PG-13 - Teens 13 or older,7.64,79473,1252,571,162917,2969,Fall 2012,Tuesdays at 01:00 (JST),24.0,11.283185203126706,12.001002285723336,7.996317231796746,Fall,2012-01-01,2012,Tuesdays,01:00:00,60.0
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,TV,Light novel,Lantis,Comedy,Silver Link.,12.0,Finished Airing,2012-10-05,2012-12-02,24 min per ep,R+ - Mild Nudity,6.69,80333,4934,530,173523,334,Fall 2012,Unknown,24.0,11.293948222525435,12.064071197332801,5.814130531825066,Fall,2012-01-01,2012,Unknown,,
Tonari no Kaibutsu-kun,TV,Manga,TV Tokyo,Slice of Life,"""Brains Base""",13.0,Finished Airing,2012-10-02,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.69,305147,1141,90,528354,4337,Fall 2012,Tuesdays at Unknown,24.0,12.628552183797467,13.177523685248266,8.37516869138682,Fall,2012-01-01,2012,Tuesdays,,
Chitose Get You!!,TV,4-koma manga,AT-X,Comedy,Silver Link.,26.0,Finished Airing,2012-07-02,2012-12-02,3 min per ep,PG-13 - Teens 13 or older,6.34,7043,6458,3265,15756,13,Summer 2012,Unknown,3.0,8.859931469616097,9.665039989962045,2.639057329615259,Summer,2012-01-01,2012,Unknown,,
Vividred Operation,TV,Original,Aniplex,Action,A-1 Pictures,12.0,Finished Airing,2013-01-11,2013-03-02,24 min per ep,R+ - Mild Nudity,6.52,21667,5725,1580,54553,107,Winter 2013,Fridays at 01:30 (JST),24.0,9.98359179677779,10.906946315795638,4.68213122712422,Winter,2013-01-01,2013,Fridays,01:30:00,90.0
Sukitte Ii na yo.,TV,Manga,Starchild Records,Drama,Zexcs,13.0,Finished Airing,2012-10-07,2012-12-03,24 min per ep,PG-13 - Teens 13 or older,7.66,192636,1221,204,341170,3695,Fall 2012,Unknown,24.0,12.16856286789163,12.74013909684912,8.215006432761575,Fall,2012-01-01,2012,Unknown,,
Tanken Driland,TV,Unknown,TV Tokyo,Adventure,Toei Animation,37.0,Finished Airing,2012-07-07,2013-03-03,20 min per ep,PG - Children,6.51,597,5762,5371,4752,5,Summer 2012,Unknown,20.0,6.393590753950631,8.46653127661401,1.791759469228055,Summer,2012-01-01,2012,Unknown,,
Btooom!,TV,Manga,Sotsu,Action,Madhouse,12.0,Finished Airing,2012-10-04,2012-12-02,24 min per ep,R - 17+ (violence & profanity),7.56,297567,1476,96,506551,3062,Fall 2012,Thursdays at 23:00 (JST),24.0,12.603398049277924,13.135382262751593,8.027150106832774,Fall,2012-01-01,2012,Thursdays,23:00:00,1380.0
Yama no Susume,TV,Manga,Earth Star Entertainment,Adventure,8bit,12.0,Finished Airing,2013-01-03,2013-03-02,3 min per ep,G - All Ages,6.83,17531,4309,1756,46649,86,Winter 2013,Thursdays at 01:30 (JST),3.0,9.7717830615387,10.75042820627549,4.465908118654584,Winter,2013-01-01,2013,Thursdays,01:30:00,90.0
Chihayafuru 2,TV,Manga,VAP,Drama,Madhouse,25.0,Finished Airing,2013-01-12,2013-06-02,22 min per ep,PG-13 - Teens 13 or older,8.47,68382,120,769,125327,1225,Winter 2013,Unknown,22.0,11.132879534708255,11.73868957960702,7.111512116496157,Winter,2013-01-01,2013,Unknown,,
K,TV,Original,Starchild Records,Action,GoHands,13.0,Finished Airing,2012-10-05,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.66,222693,1212,130,435740,5598,Fall 2012,Thursdays at Unknown,24.0,12.313553910807975,12.984803309124219,8.630343289348893,Fall,2012-01-01,2012,Thursdays,,
Magi: The Labyrinth of Magic,TV,Manga,Aniplex,Action,A-1 Pictures,25.0,Finished Airing,2012-10-07,2013-03-03,24 min per ep,PG-13 - Teens 13 or older,8.2,275656,321,92,521235,6656,Fall 2012,Unknown,24.0,12.526912618217432,13.163958193221262,8.803424211600703,Fall,2012-01-01,2012,Unknown,,
Sasami-san@Ganbaranai,TV,Light novel,Aniplex,Comedy,Shaft,12.0,Finished Airing,2013-01-11,2013-03-02,24 min per ep,PG-13 - Teens 13 or older,6.71,21807,4857,1374,66940,125,Winter 2013,Unknown,24.0,9.990032153936314,11.111566913404856,4.836281906951478,Winter,2013-01-01,2013,Unknown,,
Medaka Box Abnormal,TV,Manga,TV Tokyo,Action,Gainax,12.0,Finished Airing,2012-10-11,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.55,49136,1525,1005,94966,248,Fall 2012,Thursdays at 01:35 (JST),24.0,10.802367594150489,11.46128474181524,5.517452896464707,Fall,2012-01-01,2012,Thursdays,01:35:00,95.0
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,TV,Unknown,Pastel,Comedy,AIC Frontier,12.0,Finished Airing,2012-07-31,2012-11-01,5 min per ep,PG-13 - Teens 13 or older,5.29,1166,9328,5675,4148,1,Summer 2012,Unknown,5.0,7.062191632286556,8.330622620332868,0.6931471805599453,Summer,2012-01-01,2012,Unknown,,
Chikyuu SOS Sore Ike Kororin,TV,Unknown,NHK,Action,Studio Gallop,26.0,Finished Airing,1992-04-08,1993-03-01,25 min per ep,G - All Ages,5.39,18,10639,12849,158,1,Spring 1992,Unknown,25.0,2.9444389791664403,5.0689042022202315,0.6931471805599453,Spring,1992-01-01,1992,Unknown,,
Hiiro no Kakera Dai Ni Shou,TV,Visual novel,Bandai Visual,Fantasy,Studio Deen,13.0,Finished Airing,2012-09-30,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.35,16988,2266,2093,35613,133,Fall 2012,Unknown,24.0,9.740321354781914,10.480494097961259,4.897839799950911,Fall,2012-01-01,2012,Unknown,,
Hayate no Gotoku! Can't Take My Eyes Off You,TV,Manga,TV Tokyo,Comedy,Manglobe,12.0,Finished Airing,2012-10-04,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.09,18565,3322,1971,39202,63,Fall 2012,Unknown,24.0,9.829087229959878,10.576508553462482,4.1588830833596715,Fall,2012-01-01,2012,Unknown,,
Yurumates 3D Plus,TV,Unknown,DAX Production,Comedy,C2C,13.0,Finished Airing,2012-07-03,2012-09-02,3 min per ep,PG-13 - Teens 13 or older,6.46,2102,5973,5859,3836,2,Summer 2012,Unknown,3.0,7.6511201757027,8.252446090246952,1.0986122886681096,Summer,2012-01-01,2012,Unknown,,
Kamisama Hajimemashita,TV,Manga,TV Tokyo,Comedy,TMS Entertainment,13.0,Finished Airing,2012-10-02,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,8.13,151473,406,270,293405,7096,Fall 2012,Tuesdays at 02:05 (JST),24.0,11.928169272041934,12.589312594379672,8.867427438524983,Fall,2012-01-01,2012,Tuesdays,02:05:00,125.0
Chuunibyou demo Koi ga Shitai!,TV,Light novel,Lantis,Slice of Life,Kyoto Animation,12.0,Finished Airing,2012-10-04,2012-12-02,24 min per ep,PG-13 - Teens 13 or older,7.87,355806,757,63,624382,11647,Fall 2012,Thursdays at 00:30 (JST),24.0,12.782143727994484,13.344519241115684,9.362889770436468,Fall,2012-01-01,2012,Thursdays,00:30:00,30.0
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,TV,Light novel,Aniplex,Comedy,A-1 Pictures,13.0,Finished Airing,2013-01-06,2013-03-03,23 min per ep,PG-13 - Teens 13 or older,7.25,133911,2674,312,258747,1498,Winter 2013,Sundays at 00:00 (JST),23.0,11.804938146782456,12.463609894063245,7.312553498102598,Winter,2013-01-01,2013,Sundays,00:00:00,0.0
GJ-bu,TV,Light novel,VAP,Comedy,Doga Kobo,12.0,Finished Airing,2013-01-10,2013-03-02,23 min per ep,PG-13 - Teens 13 or older,7.42,53084,1963,803,119971,641,Winter 2013,Unknown,23.0,10.879649681447674,11.695013661204392,6.464588303689961,Winter,2013-01-01,2013,Unknown,,
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,Light novel,Geneon Universal Entertainment,Slice of Life,"""Brains Base""",13.0,Finished Airing,2013-04-05,2013-06-02,24 min per ep,PG-13 - Teens 13 or older,8.1,340376,450,74,587060,15575,Spring 2013,Unknown,24.0,12.737809105830998,13.282884011639387,9.653486547052035,Spring,2013-01-01,2013,Unknown,,
D.C.III: Da Capo III,TV,Visual novel,Lantis,Ecchi,Kazami Gakuen Koushiki Douga-bu,13.0,Finished Airing,2013-01-05,2013-03-03,23 min per ep,PG-13 - Teens 13 or older,6.68,8277,4962,2786,21548,42,Winter 2013,Unknown,23.0,9.021356672308677,9.97808469074291,3.7612001156935624,Winter,2013-01-01,2013,Unknown,,
